text,label
"aplikasi tidak recomended!!!! masa iya barang saya di retur gitu aja trus uang saya tidak dikembalikan tolong dong yang profesional,amanah dan jujur,rugi nya gak seberapa tapi kecewa nya dan sakit hati gak bisa hilang ya allah... nyesel aku belanja di tokped, lain kali kalo belanja di shopee aja udah murah"" cepet pula pengiriman nya semoga aplikasi ini diberhentikan sama pemerintah karena sudah merugikan bnyak pihak!!!!",negative
pelayanan pengembalian dana ke pembeli terlalu bertele tele tai anjing ini aplikasi... uang saya sudah 1 minggu di tahan di sini sebesar 5 juta. padahal penjual udah nerima kembali paket yang dikirim pembeli dan udah konfirmasi lewat email... karna tidak bisa masuk diskusi akun di blokir toped... kalo uang saya tidak kembali berarti sama saja tokped maling.,negative
"maaf buat tokped, tadinya sy udah ksh bintang 2, sekarang sy kurangin jd bintang 1, krn sy belanja tgl 5 smp tgl 9 barang blm jg sampai. perbaiki kualitasnya.!sy mau beli ban motor tubles di tokped harganya memang lbh murah di bandingkan beli di bengkel motor, bgtu sy pesan ternyata ongkirnya 20rb... jd total 240rb blm lg + beli pentil + ongkos pasang di bengkel, di hitung2 malah lbh mahal beli spare part motor di online ya. kalo ke bengkel cm datang,pilih,cek fisik ban,pasang,bayar,pulang.",negative
"semenjak di perbarui aplikasi tokped semakin buruk kualitas nya,, semakin rumit,, skrg yang bertambah parah nya saldo tokped sudah gak bisa di pakai belanja lagi,, saldo tokped hanya untuk penghasilan dan pengembalian dana,, waduh,, masak setiap mau transaksi harus seribet itu,, kalau selama ini kan enak hasil dari penjualan bisa langsung di belanjakan lagi jadi tinggal duduk manis aja di rumah,, mohon dong admin kembaliin kaya dulu lagi aja nih soal saldo nya supaya gak ribet",negative
"okelah, harga barang bersaing dari lapak sebelah, aplikasi friendly, walau kadang2 aplikasi maupun seller bermasalah tapi respon service centrenya cukup baik, cepat tanggap, selalu mengedepankan solusi dan kepuasan layanan pengguna aplikasi senantiasa diutamakan, overall ga pernah trobel belanja disini, saran saya kalo bisa gratis ongkir tanpa syaratnya dibanyakin lagi donk, itu yg bikin senang belanja disini, maju terus aplikasinya gan!",positive
"saya order di jasa belanja online ini,kenapa orderan saya kurang dari pesanan saya?pihak seller menyatakan sudah lengkap,dari status tracking masih di kirim sedangkan barang sudah jelas saya terima,sesudah saya check teryata kurang item 1 dari 3item pembelian di tokped,saya harus kemana dan dimana harus mencari jawabanya??dalam artian saya tidak masalh dengan barang tersebut hanya memperjelaskan kenpa bisa sperti itu??mohon di jawab di atas!!!",negative
"kenapa email saya tidak terdaftar di tokped, padahal saya udah masukin data lengkap, tapi pas mau ngajuin pinjaman onlaine keteranganya anda belum memasukan email ke tokped, tolong bantuanya",negative
"sudah dari kemarin saya transaksi tapi saat pembayaran saya mengalami kesulitan, ga bisa di klik bayar untuk transfer bank mandiri , pdahal sblm lebaran. lancar2 saja, mohon penjelasannya min",negative
"berkali-kali dibuat kecewa sama seller yang tidak konsisten dengan omongannya, sebelum bayar bilangnya ready begitu dibayar bilangnya habis atau produk tidak sesuai deskripsi, chat balasnya lama skala harian bahkan mingguan. berkali-kali harus transfer-tarik2 uang karena hal ini, wasting time! saya tau tidak semua seller seperti itu, namun beberapa kali kejadian seperti ini membuat saya harus mikir2 lagi. semoga teman-temanku tidak menanyakan pengalamanku belanja di tokped. salam!",negative
"tokped sih memang lebuh bagus dari lapak sebelah, tapi sayang sekali kalau aplikasinya busuk seperti ini. bukanya memudahkan, malah bikin susah. aplikasi sering macet, tidak merespon, blank hitam, dan banyak kejadian tidak menyenangkan lainya. maaf untuk penilaian yang buruk, tapi lapak sebelah lebih mampu membuat aplikasi yang memudahkan pengguna.",negative
"terima kasih tokopedia. untuk membantu permasalahan pembelian saya dari penjual yang tidak bertanggung jawab. untuk cs yang menangani permasalahan sudah sangat membantu. untuk oknum penjual yang tidak bertanggung jawab, agar diberi tindakan oleh tokopedia agar tidak mengulangi kejadian yg sama.",positive
"tokopedia pedia memberi kemudahan dalam bertransaksi, pelayanan penjual baik, ramah, tidak mengecewakan custumer. semoga menjadi marketplace yang terpercaya akan kualitas produk dan pelayanan untuk konsumen. tingkatkan terus performanya, jaga kepercayaan komsumen , jujur, amanah ""in syaa allah"" akan semakin maju",positive
aplikasinya semakin ribet..klu kita ada masalah tidak ada jalan keluarnya..pusat komlainnya tidak bisa dibuka..call centernya tidak ada..untuk yang mau belanja online saya sarankan menggunakan bukalapak aja..untuk setiap masalah respon dan tanggapan dari bukalapak sangat bagus..buat yg mau download tokped mending jangan deh..download aja bukalapak,negative
tokped mungkin harus meningkatkan modal juga sdm yang lebih mumpuni. agar fitur2 yang di tambah dalam aplikasi tidak sampai menghambat proses loading pengguna ( buyer ). untuk melihat 1 gambar etalase seller saja sampai bermenit2 yang sudah pasti merugikan dengan secara tidak langsung yang menyebabkan terpotong nya kuota pengguna. miris.,negative
"aplikasi ini sangat luar biasa, saya jadi suka pakai aplikasi ini kalo mau belanja online.",positive
"makasih tokopedia sudah melayani dengan baik ð¤, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks tokopedia",positive
tokopedia benar benar terpercaya. tidak ribet dan simpel. 3 kali penjual tdk mengirimkan barang yg saya beli.. dana balik lagi ke rek. saya. ðððð dan waktunya tdk lbh dari 3 nenit. keren,positive
"harga nya luar biasa, datang barang nya tepat waktu gak pake lama, asli puas nya belanja di tokopedia...moga tokopedia menyediakan saldo yg bisa belanja dulu bayar nya belakangan biar lbh enjoy belanja nya",positive
"saya sangat kecewa dengan salah satu seller tokped. dikarenakan saya pakai voucher gratis ongkir 50.000, salah satu seller membatalkan orderan saya dengan alasan barang cacat. padahal sebelum saya bayar, saya tanya dulu barang ready atau tidak, dan dia bilang barangnya ready. mungkin dia takut rugi kali ya. mulai sekarang saya tidak akan belanja di tokped ini lagi. ya walaupun ini kesalahan sellernya, tapi ini sangat mengecewakan dan membuang2 waktu saya.",negative
"tokopedia adalah aplikasi belanja online dan aplikasi tersebut memudahkan kita atau masyarakat dan juga menyediakan semua barang barang yang kita perlukan seperti voucher pulsa, nomor perdana, baju keperluan dapur, bayi, elektronik, dan masih banyak yang lainnya. dan harga nya pun terjangkau tidak terlalu mahal.",positive
"tanggal 15 juli, dapet notif inovice 17 maret 2019 cb saya ditahan. pas saya tanya alasan ditahan, katanya melanggar snk. saya tanya pelanggaran seperti apa, jawabannya cek email. padahal di email tidak menjawab pelanggaran yg saya buat seperti apa. saya tidak pernah order fiktif, pakai satu akun. setelah saya cek, ternyata tokped yg pernah saya beli barangnya, di moderasi permanen. saya tanya apakah itu yg menyebabkan, jawabannya melanggar snk. lalu diakhiri secara sepihak. sungguh mengecewakan",negative
"tertanggal 3 juli saya pesan barang ke salah satu membernya tokped,dan pesanan tiba di 5 juli.. chek punya chek.. barang yg saya beli ternyata tidak berfungsi. maksud hati ingin komplain dan minta ganti dengan barang baru, atau setidaknya uang kembali. step by step saya ikuti cara utk bisa komplain tp selalu gagal saat pengiriman dan herannya jaringan jadi lemot.. saya coba hubungi reseller tapi tidak ada respon,sampai sekarang!! tokped bukan rekomendasi lagi..!!",negative
"sekarang udh pake ram yg besar jadi tokopedia lancar dan smooth, sy suka tokopedia murah dan lengkap. semoga fitur keamanan dipertahankan dan semoga undian berhadiah itu bukan marketing tp real/asli :)))",positive
"tolong kepada pihak tokped....!!! kenapa ketika saya ingin ubah pengaturan profil data diri tidak bisa dinubah... untuk ganti nama dan terutama verivikasi no telepon... selain itu....!!! untuk kupon promo yang di berikan hanya sekedar pajangan dan ridak bermanfaat apa-apa, karena sama sekali tidak bisa di pakai.... terimakasih....",negative
"saya sudah dari 2014 menggunakan toped. segala apa yang saya butuhkan ada semua. dan saya sama sekali tidak punya pemikirian pindah online shop lain. toped sudah sangat mewakili apa yang saya inginkan. saya puas, segalanya ada. terima kasih toped. maju terus...",positive
"saya suka berbelanja di tokopedia karena ketika barang sampai, baru dana di transfer ke penjual. jadi kita pembeli ketika sudah terima barang yg kita beli, langsung beri info barang sudah terima. ok. supaya transfer dana dapat segra dilakukan ke penjual. penjual selalu supply barang2 yg bagus ya. supaya kita para pembeli jadi langganan. okð",positive
"semakin ribet , utk log in ..... tidak user friendly .... semoga semakin bagus , security aplikasi. , sehingga tidak kebobolan spt tetangga sebelah ( kenapa , saya mau transfer , malah paket dalam keranjang malah hilang .... ? kemudian penjual juga lemot respons chat sbg confirm kepada pembeli .... semakin ko tertinggal oleh competitor )
",negative
"aplikasi belanja online terbaik di indonesia.. mau belanja apapun ada, harga nya murah meriah, banyak diskon dan voucher gratis, banyak event menarik, dll.. dari dulu sampai sekarang selalu puas kalau belanja di tokopedia. bikin saya ketagihan belanja online ðð",positive
"aplikasi yg sekarang sering gangguan, saya sudah kirim barang mau masukan resi gangguan terus gak bisa di buka, akhirnya batal secara otomatis ada 3 transaksi . mengecewakan",negative
"sejauh ini aplikasi tokopedia sangat membantu saya sbg reseller. saya alhamdulilah sudah mendapatkan laba sekitar 1 juta stlh menjadi reseller selama 3 tahun, dg catatan saya sbg pelajar. namun yg saya keluhkan sebagai reseller itu, kenapa saldo toped yg saldo penghasilan tdk bisa digunakan utk bertransaksi kembali? kalau pun bisa diambil lewat transfer, tmbahin opsi transfer to ovo ya minnn. nanti klo udah ada fitur itu saya akan kasih bintang 10 buat toped",positive
"mohon untuk di percepat waktu menunggu konfirmasi, pesanan di proses dan pesanan di kirim. sepertinya tokped memperlambat proses karena jeda waktunya terlalu panjang bisa sampai 2 s/d 3 hari untuk konfirmasi dan proses.",negative
sudah nunggu lama ternyata pulsa yg saya beli via tokped di hari minggu tak kunjung masuk saya pikir awalnya sudah masuk sbb ada notif dr ovo bahwa transaksi berhasil namun trnyata di tokped masih pending sungguh kecewa berat,negative
"masa akun berbeda.. hape berbeda.. org yg berbeda dan semuax jelas2 punya sendiri. hny karena satu rmh dan transaksi dipakai utk keperluan usaha, dibilang akun sama dan menyalahi aturan. tolong perbaiki. dan cek jika perlu ke sumber x. spya jelas",negative
"biasanya cek saldo & top up saldo e-money bisa pake hp ( karna ada nfc), sudah 3 minggu ini ga bisa lg utk cek saldo di hp, apalagi top up. mohon pencerahannya ya, karna sangat praktis sekali, ahirnya terpaksa lewat manual lg deh....ke atm mandiri",negative
"mohon kalau dipesan tiket pesawat jangan hanya e-tiketnya saja dikirim dalam bentuk pdf tetapi e-pembayarannya juga dikirim di e-mail dgn bentuk yang sama. 2 itu tidak bisa dipisahkan. karena dua bentuk tersebut sangat berguna sebagai bukti bagi yang bekerja di instansi pemerintahan dan swasta . hal itu lebih ditingkatkan. kalau sudah diubah saya tambah bintangnya. saya buka di aplikasi dan dekstop invoicenya tetap tidak bisa didownload hal ini membuat saya sangat kecewa, mohon lebih profesional",negative
belum ada pengalaman yg menarik dari tokped katanya daoat kupon bonus eh..malah setelah meng instal aplikasinya ..ga tahu hrs gmna langkah selanjutnya..mending di hapus lagi..,negative
"makasih tokopedia sudah melayani dengan b aik ð¤, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks tokopedia",positive
"memudahkan untuk berbelanja, tapi akhir2 ini ada masalah di pembayaran. saya tidak bisa melakukan transaksi pembayaran",positive
"sangat buruk, saya transaksi sudah sesuai ketentuan dan mendapatkan ovopoints, hari ini dana ditarik lagi oleh tokped dg alasan melanggar ketentuan tgl 17 mei, ini pencurian namanya dg alasan yg sangat mengada ada,katanya saya memanipulasi transaksi, padahal saya tidak manipulasi transaksi, tetapi tidak mau menjelaskan manipulasi seperti apa, rupanya temen2 jg sama, sepertinya tokped memang melakuan penipuan promo cashback, agar laris, sesudah laris cashbacknya di tarik lagi",negative
"sebaiknya jika transaksi ingin sehari sampai (dalam kota) cari seller yg menyediakan jasa kurir gojek/grab sameday atau instant. selain jasa itu dipastikan pengiriman bisa lama karena banyak seller tipu tipu alamat, misal alamat jakarta dikirim ternyata dari luar provinsi!! ini seller miskin dan tipu tipu!! toped mesti menyediakan cara bagaimana supaya buyer bisa blocking seller seperti itu!",negative
"min, ga bisa gitu user interfacenya di bikin flat aja?.. yang sekarang liatnya kek sesak banget, jadi susah nafas.",negative
sejauh ini belum pernah ada masalah. transaksi lancar. barang yg dibeli sesuai deskripsi. bagus. pertahankan.,positive
semoga aplikasi ini menjadi aplikasi penjualan online yang akan selalu saya gunakan untuk keperluan saya setiap saat dan tidak beralih ke yang lainnya,positive
"tolong tokopedia ditambahkan lagi fitur cod agar yang tidak punya rekening bang ataupun ovo cash, tetap bisa berbelanja sebagaimana mestinya, nanti saya akan tambahkan lagi bintangnya terimakasih.",positive
dengan aplikasi tokopedia saya di google crome saya mendapatkan samsung s10 dan di suruh menginstal dan membuka dan di sarankan umtuk menulis data diri tapi pas saya buka aplikasi tokopedia nya kok gak ada ya? mohon serius ya itu bohong atau tidak ya?!,positive
"dari hari jumat smp hari ini saya mau transaksi ga bisa klik pembayaran, pdhl saya uda install ulang tp tetep ga bs klik bayar.. saya pikir hp rusak or error tp belanja disebelah ok2 aja...",negative
"di bohongin udian berhadiah tap tap tap , pas ngisi data ovo regiatrasi , gagal eh dapet pesan masuk dari tgl 13 juni masuk baru hari ini, bertuliskan romli selamat anda menang mendapatkan undian tap tap tap pas di cek gbsa di buka , komitmen nya mana ni untuk pengguna atau buat pelanggan.",negative
apakah tiap sabtu tokopedia mengadakan undian.hp.? saya selalu dapat pemberitahun .akun sy dpt undian hp dr tokopedia. tp pas dibuka masuk aplikasi donk gk da petunjuk apa pun.,positive
"wooww aplikasi ini bnerâ² ngebantu aku buat pesen jam tangan yang belom ad didaerah aku,, so aku sukaa banget sama tokopedia,, jadi buat kalian yang mau belanja online dengan pengantaran tercepat,ayo buruan deh download tokopedia and langsung aja pilih barang yang mau kmu beli, thankyou tokopedia",positive
